NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RETN	1	RETN	
CRYZ	1	CRYZ	
PABPN1	1	PABPN1	
SPOCK2	1	SPOCK2	
TRA2B	1	TRA2B	
MXI1	1	MXI1	
SPOCK3	1	SPOCK3	
MAN1C1	1	MAN1C1	
SPOCK1	1	SPOCK1	
DNAI1	1	DNAI1	
SSRP1	1	SSRP1	
EPOR	1	EPOR	
UFM1	1	UFM1	
SUGT1	1	SUGT1	
GLA	1	GLA	
SNTB1	1	SNTB1	
HNRNPR	1	HNRNPR	
FGFRL1	1	FGFRL1	
AP1S2	1	AP1S2	
PROK2	1	PROK2	
PROK1	1	PROK1	
COL23A1	1	COL23A1	
ADPRH	1	ADPRH	
LRPAP1	1	LRPAP1	
CTBP1	1	CTBP1	
NAIF1	1	NAIF1	
ADH7	1	ADH7	
RNPC3	1	RNPC3	
GNS	1	GNS	
ADH5	1	ADH5	
ANAPC10	1	ANAPC10	
ADH6	1	ADH6	
LDHC	1	LDHC	
ADH4	1	ADH4	
LDHB	1	LDHB	
LDHA	1	LDHA	
FLRT2	1	FLRT2	
FLRT3	1	FLRT3	
FLRT1	1	FLRT1	
HMOX1	1	HMOX1	
PCDHA4	1	PCDHA4	
HMOX2	1	HMOX2	
NHEJ1	1	NHEJ1	
PCDHA7	1	PCDHA7	
BARD1	1	BARD1	
AFAP1L1	1	AFAP1L1	
SNAPIN	1	SNAPIN	
ZNF382	1	ZNF382	
RMDN3	1	RMDN3	
NFATC1	1	NFATC1	
NR1D2	1	NR1D2	
NR1D1	1	NR1D1	
RMDN1	1	RMDN1	
GP6	1	GP6	
GP5	1	GP5	
PAFAH2	1	PAFAH2	
NFATC4	1	NFATC4	
GNPTG	1	GNPTG	
HNRNPM	1	HNRNPM	
EHD4	1	EHD4	
HNRNPK	1	HNRNPK	
PCDHB2	1	PCDHB2	
TCN2	1	TCN2	
ADI1	1	ADI1	
PCDHB1	1	PCDHB1	
TCN1	1	TCN1	
HNRNPF	1	HNRNPF	
TOLLIP	1	TOLLIP	
HNRNPD	1	HNRNPD	
PPT1	1	PPT1	
SNAI2	1	SNAI2	
HNRNPC	1	HNRNPC	
PAM	1	PAM	
ITPA	1	ITPA	
PCDHB7	1	PCDHB7	
PHF3	1	PHF3	
SERPINA11	1	SERPINA11	
GPI	1	GPI	
SERPINA12	1	SERPINA12	
GMEB2	1	GMEB2	
NRSN1	1	NRSN1	
ARPC1B	1	ARPC1B	
SERPINA10	1	SERPINA10	
GPT	1	GPT	
C1QTNF9	1	C1QTNF9	
PYGL	1	PYGL	
PHEX	1	PHEX	
VSIG10	1	VSIG10	
FARS2	1	FARS2	
C1QTNF3	1	C1QTNF3	
C1QTNF1	1	C1QTNF1	
AIFM1	1	AIFM1	
GNLY	1	GNLY	
TCTN2	1	TCTN2	
C1QTNF5	1	C1QTNF5	
PEA15	1	PEA15	
PBK	1	PBK	
TIMP2	1	TIMP2	
COL10A1	1	COL10A1	
TIMP3	1	TIMP3	
TIMP1	1	TIMP1	
JARID2	1	JARID2	
TIMP4	1	TIMP4	
TEAD3	1	TEAD3	
TEAD4	1	TEAD4	
NUTF2	1	NUTF2	
TERF1	1	TERF1	
FAM210A	1	FAM210A	
KAT2B	1	KAT2B	
KAT2A	1	KAT2A	
COL2A1	1	COL2A1	
TCP1	1	TCP1	
GRAMD1C	1	GRAMD1C	
GRN	1	GRN	
GRP	1	GRP	
GPNMB	1	GPNMB	
SIAE	1	SIAE	
LDLR	1	LDLR	
GSN	1	GSN	
GSS	1	GSS	
NR1H2	1	NR1H2	
ECEL1	1	ECEL1	
GSR	1	GSR	
NR1H4	1	NR1H4	
SYNJ2BP	1	SYNJ2BP	
DEF6	1	DEF6	
GNMT	1	GNMT	
SMOC2	1	SMOC2	
DHRS9	1	DHRS9	
ADM2	1	ADM2	
SMOC1	1	SMOC1	
C18orf32	1	C18orf32	
NUCB1	1	NUCB1	
KLKB1	1	KLKB1	
ZNF334	1	ZNF334	
PF4	1	PF4	
RAB3B	1	RAB3B	
RAB3C	1	RAB3C	
CSF3	1	CSF3	
CSF2	1	CSF2	
RAB3A	1	RAB3A	
TXNL4B	1	TXNL4B	
CSF1	1	CSF1	
PLXND1	1	PLXND1	
PROS1	1	PROS1	
RAB3D	1	RAB3D	
IL5RA	1	IL5RA	
IGHG4	1	IGHG4	
IGHG2	1	IGHG2	
LAMP1	1	LAMP1	
PAPOLG	1	PAPOLG	
ZNF329	1	ZNF329	
PLXNC1	1	PLXNC1	
PCDHAC2	1	PCDHAC2	
HMGN1	1	HMGN1	
PCDHAC1	1	PCDHAC1	
RAB2A	1	RAB2A	
RAB2B	1	RAB2B	
SERF1A	1	SERF1A	
MAGI2	1	MAGI2	
VRK1	1	VRK1	
SSMEM1	1	SSMEM1	
PGD	1	PGD	
ILF2	1	ILF2	
NRBP1	1	NRBP1	
PGF	1	PGF	
RAB32	1	RAB32	
ILF3	1	ILF3	
RAB31	1	RAB31	
RAB35	1	RAB35	
PGP	1	PGP	
SNRPG	1	SNRPG	
AAGAB	1	AAGAB	
PGR	1	PGR	
SNRPF	1	SNRPF	
STAMBP	1	STAMBP	
TSSK2	1	TSSK2	
CSNK1G2	1	CSNK1G2	
SNRPA	1	SNRPA	
BRSK2	1	BRSK2	
RAB5B	1	RAB5B	
RAB5C	1	RAB5C	
CBFB	1	CBFB	
CCDC25	1	CCDC25	
CLCA2	1	CLCA2	
DVL2	1	DVL2	
CLCA1	1	CLCA1	
PLXNA1	1	PLXNA1	
PI3	1	PI3	
MPDZ	1	MPDZ	
RAB6B	1	RAB6B	
PLXNA4	1	PLXNA4	
TMEM132D	1	TMEM132D	
TMEM132C	1	TMEM132C	
TRAPPC3	1	TRAPPC3	
RAB4A	1	RAB4A	
AMBP	1	AMBP	
TMEM132B	1	TMEM132B	
TRAPPC4	1	TRAPPC4	
TMEM132A	1	TMEM132A	
TRAPPC5	1	TRAPPC5	
SCP2D1	1	SCP2D1	
GFAP	1	GFAP	
LRFN2	1	LRFN2	
LRFN5	1	LRFN5	
P4HA1	1	P4HA1	
P4HA2	1	P4HA2	
LRFN1	1	LRFN1	
PIP	1	PIP	
PIR	1	PIR	
PLXNB3	1	PLXNB3	
PLXNB2	1	PLXNB2	
SLC26A7	1	SLC26A7	
CSPG4	1	CSPG4	
RAB5A	1	RAB5A	
SLC26A5	1	SLC26A5	
DIDO1	1	DIDO1	
ADPGK	1	ADPGK	
PIK3C2A	1	PIK3C2A	
FCAR	1	FCAR	
FTCD	1	FTCD	
ADAMTS4	1	ADAMTS4	
ADAMTS5	1	ADAMTS5	
PSTPIP1	1	PSTPIP1	
ADAMTS3	1	ADAMTS3	
AP1G2	1	AP1G2	
ADAMTS1	1	ADAMTS1	
RNPEP	1	RNPEP	
EMILIN3	1	EMILIN3	
WDR5	1	WDR5	
HMGCS2	1	HMGCS2	
EIF2B1	1	EIF2B1	
ADAMTS6	1	ADAMTS6	
CCDC50	1	CCDC50	
HGFAC	1	HGFAC	
CCDC51	1	CCDC51	
ADSL	1	ADSL	
HMGCS1	1	HMGCS1	
UGT1A1	1	UGT1A1	
CEMIP2	1	TMEM2	
FAAH2	1	FAAH2	
BPGM	1	BPGM	
PKM	1	PKM2	
POLR1C	1	POLR1C	
PECAM1	1	PECAM1	
MTFR1	1	MTFR1	
RAB1A	1	RAB1A	
TSSC4	1	TSSC4	
RAB1B	1	RAB1B	
PLG	1	PLG	
CYP3A4	1	CYP3A4	
BPHL	1	BPHL	
THSD1	1	THSD1	
RAB21	1	RAB21	
RAB26	1	RAB26	
CEACAM20	1	CEACAM20	
CEACAM21	1	CEACAM21	
RFFL	1	RFFL	
POLR2J	1	POLR2J	
UGT1A8	1	UGT1A8	
POLR2K	1	POLR2K	
UGT1A6	1	UGT1A6	
ANGPT4	1	ANGPT4	
PPIL1	1	PPIL1	
ANGPT2	1	ANGPT2	
PPIL2	1	PPIL2	
RNGTT	1	RNGTT	
ANGPT1	1	ANGPT1	
ASCC1	1	ASCC1	
IDH3G	1	IDH3G	
TPRKB	1	TPRKB	
GFER	1	GFER	
CEACAM19	1	CEACAM19	
P2RX6	1	P2RX6	
TAFA4	1	FAM19A4	
RAB14	1	RAB14	
VAPA	1	VAPA	
PSAT1	1	PSAT1	
VAPB	1	VAPB	
RAB13	1	RAB13	
PI15	1	PI15	
POLR3F	1	POLR3F	
RAB18	1	RAB18	
NPIPB3	1	NPIPB3	
TLL1	1	TLL1	
RAB17	1	RAB17	
TNRC6B	1	TNRC6B	
PANK3	1	PANK3	
CISD1	1	CISD1	
CISD2	1	CISD2	
CSN2	1	CSN2	
MAGEA8	1	MAGEA8	
PNP	1	PNP	
PPP2R1A	1	PPP2R1A	
FTH1	1	FTH1	
LONP1	1	LONP1	
DENR	1	DENR	
SEPHS1	1	SEPHS1	
MAGEA6	1	MAGEA6	
ICOSLG	1	ICOSLG	
MAGEA3	1	MAGEA3	
MAGEA4	1	MAGEA4	
IL15RA	1	IL15RA	
METTL1	1	METTL1	
KRT1	1	KRT1	
TINF2	1	TINF2	
FLT3LG	1	FLT3LG	
KRT7	1	KRT7	
KRT5	1	KRT5	
AZGP1	1	AZGP1	
POR	1	POR	
TLN2	1	TLN2	
NBL1	1	NBL1	
DCUN1D5	1	DCUN1D5	
DCUN1D3	1	DCUN1D3	
FUT10	1	FUT10	
DCUN1D1	1	DCUN1D1	
DCUN1D2	1	DCUN1D2	
MYL12A	1	MYL12A	
MYL12B	1	MYL12B	
PPY	1	PPY	
VASP	1	VASP	
VAT1	1	VAT1	
PYCR1	1	PYCR1	
PYCR2	1	PYCR2	
VASN	1	VASN	
RAET1G	1	RAET1G	
RAET1L	1	RAET1L	
CD320	1	CD320	
IFNA5	1	IFNA5	
ROBO2	1	ROBO2	
COL18A1	1	COL18A1	
IFNA4	1	IFNA4	
ROBO3	1	ROBO3	
IFNA7	1	IFNA7	
ROBO4	1	ROBO4	
IFNA6	1	IFNA6	
IFNA1	1	IFNA1	
IFNA2	1	IFNA2	
HEPACAM2	1	HEPACAM2	
HBB	1	HBB	
SRA1	1	SRA1	
HBD	1	HBD	
PRL	1	PRL	
IFNA8	1	IFNA8	
ROBO1	1	ROBO1	
SLC22A16	1	SLC22A16	
DNER	1	DNER	
SOSTDC1	1	SOSTDC1	
HRAS	1	HRAS	
PSD	1	PSD	
VAV3	1	VAV3	
CBR1	1	CBR1	
HBZ	1	HBZ	
BHMT2	1	BHMT2	
GFRA1	1	GFRA1	
GFRA3	1	GFRA3	
GFRA2	1	GFRA2	
VAV1	1	VAV1	
TLR1	1	TLR1	
HCK	1	HCK	
UGDH	1	UGDH	
ALDH5A1	1	ALDH5A1	
CDCP1	1	CDCP1	
HNRNPH1	1	HNRNPH1	
CNEP1R1	1	CNEP1R1	
GFRAL	1	GFRAL	
RAB7B	1	RAB7B	
TLR5	1	TLR5	
TLR4	1	TLR4	
TLR3	1	TLR3	
TLR2	1	TLR2	
ADH1C	1	ADH1C	
ADH1B	1	ADH1B	
PTH	1	PTH	
ADH1A	1	ADH1A	
HAAO	1	HAAO	
SAA4	1	SAA4	
CST8	1	CST8	
PTN	1	PTN	
RFNG	1	RFNG	
CST7	1	CST7	
CST6	1	CST6	
CST5	1	CST5	
CT55	1	CT55	
PTS	1	PTS	
CST4	1	CST4	
CST3	1	CST3	
NT5C	1	NT5C	
CST2	1	CST2	
LIMA1	1	LIMA1	
CST1	1	CST1	
NT5E	1	NT5E	
FTMT	1	FTMT	
UBTD2	1	UBTD2	
APBB2	1	APBB2	
NT5M	1	NT5M	
APBB1	1	APBB1	
APBB3	1	APBB3	
CBR3	1	CBR3	
UBL4A	1	UBL4A	
ATP5PF	1	ATP5J	
IFNB1	1	IFNB1	
PTGES2	1	PTGES2	
PTGES3	1	PTGES3	
LSAMP	1	LSAMP	
SORBS3	1	SORBS3	
MPP7	1	MPP7	
RAB11A	1	RAB11A	
CAPZA1	1	CAPZA1	
NBR1	1	NBR1	
SAA1	1	SAA1	
SAA2	1	SAA2	
C1QC	1	C1QC	
FCN1	1	FCN1	
FCN2	1	FCN2	
FCN3	1	FCN3	
TPSB2	1	TPSB2	
PVR	1	PVR	
FAM162B	1	FAM162B	
FAM162A	1	FAM162A	
SIT1	1	SIT1	
C1RL	1	C1RL	
COTL1	1	COTL1	
NRCAM	1	NRCAM	
HADH	1	HADH	
TMEM38B	1	TMEM38B	
HGD	1	HGD	
HGF	1	HGF	
ANXA13	1	ANXA13	
WNT5A	1	WNT5A	
ANXA11	1	ANXA11	
ANXA10	1	ANXA10	
SHISA2	1	SHISA2	
PRPF6	1	PRPF6	
HGS	1	HGS	
PNLIP	1	PNLIP	
IDI1	1	IDI1	
CABP7	1	CABP7	
IDI2	1	IDI2	
FBLN1	1	FBLN1	
EFNA5	1	EFNA5	
EFNA4	1	EFNA4	
FBLN5	1	FBLN5	
EFNB2	1	EFNB2	
EFNB1	1	EFNB1	
SCUBE3	1	SCUBE3	
EFNB3	1	EFNB3	
SCUBE1	1	SCUBE1	
NLRP4	1	NLRP4	
RPRD1B	1	RPRD1B	
NLRP1	1	NLRP1	
RPRD1A	1	RPRD1A	
BPTF	1	BPTF	
MPST	1	MPST	
CBX7	1	CBX7	
CBX5	1	CBX5	
POU2F1	1	POU2F1	
CBX3	1	CBX3	
WNT3A	1	WNT3A	
IDH1	1	IDH1	
CBX1	1	CBX1	
EIF2S1	1	EIF2S1	
LRP1B	1	LRP1B	
PYY	1	PYY	
SEPSECS	1	SEPSECS	
EFNA3	1	EFNA3	
EFNA2	1	EFNA2	
FAM163B	1	FAM163B	
CHMP2B	1	CHMP2B	
CASS4	1	CASS4	
CHMP2A	1	CHMP2A	
DYNLRB2	1	DYNLRB2	
DYNLRB1	1	DYNLRB1	
BMPR1B	1	BMPR1B	
LRP10	1	LRP10	
LRP12	1	LRP12	
LRP11	1	LRP11	
MEGF10	1	MEGF10	
PZP	1	PZP	
YBX2	1	YBX2	
YBX1	1	YBX1	
HAPLN4	1	HAPLN4	
HAPLN1	1	HAPLN1	
HK2	1	HK2	
HK1	1	HK1	
HK3	1	HK3	
SPRED1	1	SPRED1	
CASP8	1	CASP8	
OBP2A	1	OBP2A	
HJV	1	HFE2	
OBP2B	1	OBP2B	
CASP3	1	CASP3	
MCF2L	1	MCF2L	
VWC2L	1	VWC2L	
CASP2	1	CASP2	
SRGN	1	SRGN	
TMPRSS11A	1	TMPRSS11A	
TMPRSS11B	1	TMPRSS11B	
PPP2R5A	1	PPP2R5A	
AXIN2	1	AXIN2	
POMGNT2	1	POMGNT2	
POMGNT1	1	POMGNT1	
DNM2	1	DNM2	
TMPRSS11D	1	TMPRSS11D	
IGDCC4	1	IGDCC4	
RASA1	1	RASA1	
IGDCC3	1	IGDCC3	
CASQ2	1	CASQ2	
PFDN1	1	PFDN1	
PFDN2	1	PFDN2	
CASQ1	1	CASQ1	
HAGH	1	HAGH	
PFDN5	1	PFDN5	
PAPPA2	1	PAPPA2	
COLEC12	1	COLEC12	
COLEC11	1	COLEC11	
COLEC10	1	COLEC10	
STOML2	1	STOML2	
STOML1	1	STOML1	
ATF6B	1	ATF6B	
BRAT1	1	BRAT1	
THBS2	1	THBS2	
THBS1	1	THBS1	
THBS4	1	THBS4	
THBS3	1	THBS3	
MAPK9	1	MAPK9	
IFNL2	1	IFNL2	
MAPK8	1	MAPK8	
IFNL1	1	IFNL1	
UGP2	1	UGP2	
WNT11	1	WNT11	
MAPK1	1	MAPK1	
IFNL3	1	IFNL3	
MAPK3	1	MAPK3	
QPCTL	1	QPCTL	
PPP2R3A	1	PPP2R3A	
KISS1	1	KISS1	
CDK2AP2	1	CDK2AP2	
CDK2AP1	1	CDK2AP1	
EHMT2	1	EHMT2	
EQTN	1	EQTN	
UXS1	1	UXS1	
FZD10	1	FZD10	
PSMD9	1	PSMD9	
AS3MT	1	AS3MT	
PSMD7	1	PSMD7	
PSMD4	1	PSMD4	
TDO2	1	TDO2	
PSMD5	1	PSMD5	
TMEM8B	1	TMEM8B	
MEF2C	1	MEF2C	
RBFOX2	1	RBFOX2	
TOMM20L	1	TOMM20L	
SETMAR	1	SETMAR	
PDZK1	1	PDZK1	
HDHD2	1	HDHD2	
HDHD3	1	HDHD3	
RUFY1	1	RUFY1	
MYL5	1	MYL5	
EID3	1	EID3	
MYL7	1	MYL7	
DDX39B	1	DDX39B	
NUP210L	1	NUP210L	
ETHE1	1	ETHE1	
PSME3	1	PSME3	
MYL3	1	MYL3	
PSME1	1	PSME1	
PSME2	1	PSME2	
SPARCL1	1	SPARCL1	
LETMD1	1	LETMD1	
HPD	1	HPD	
IDO1	1	IDO1	
ZNF276	1	ZNF276	
ZNF275	1	ZNF275	
CELA3B	1	CELA3B	
HHLA2	1	HHLA2	
FLII	1	FLII	
AGAP2	1	AGAP2	
CLCNKB	1	CLCNKB	
IL20RA	1	IL20RA	
MYNN	1	MYNN	
COPS7B	1	COPS7B	
IL20RB	1	IL20RB	
MRPL14	1	MRPL14	
AGAP3	1	AGAP3	
TAPBPL	1	TAPBPL	
GABARAP	1	GABARAP	
KIAA0040	1	KIAA0040	
IL22RA2	1	IL22RA2	
CYB5R2	1	CYB5R2	
CYB5R1	1	CYB5R1	
HPX	1	HPX	
CYB5R3	1	CYB5R3	
GRPEL1	1	GRPEL1	
MYO6	1	MYO6	
KCNMB3	1	KCNMB3	
HAO1	1	HAO1	
ZNF264	1	ZNF264	
CADM3	1	CADM3	
CADM1	1	CADM1	
CADM2	1	CADM2	
MRPL21	1	MRPL21	
SNUPN	1	SNUPN	
IL22RA1	1	IL22RA1	
EIF5	1	EIF5	
TDP1	1	TDP1	
HRC	1	HRC	
PSMG3	1	PSMG3	
HRG	1	HRG	
HAMP	1	HAMP	
FERMT3	1	FERMT3	
HRK	1	HRK	
PIGR	1	PIGR	
GPR26	1	GPR26	
WFIKKN1	1	WFIKKN1	
NCAN	1	NCAN	
WFIKKN2	1	WFIKKN2	
LRRC3	1	LRRC3	
TMEM52	1	TMEM52	
CTCF	1	CTCF	
PTH1R	1	PTH1R	
LRRC32	1	LRRC32	
MRPL34	1	MRPL34	
JPH1	1	JPH1	
MRPL32	1	MRPL32	
MRPL33	1	MRPL33	
JPH4	1	JPH4	
JPH3	1	JPH3	
B3GALT2	1	B3GALT2	
B3GALT1	1	B3GALT1	
CTLA4	1	CTLA4	
SH3BGRL2	1	SH3BGRL2	
SH3BGRL3	1	SH3BGRL3	
MYOC	1	MYOC	
PGAM1	1	PGAM1	
PGAM2	1	PGAM2	
PTGR1	1	PTGR1	
PTGR2	1	PTGR2	
MRPL52	1	MRPL52	
PSMA5	1	PSMA5	
VAMP8	1	VAMP8	
PSMA6	1	PSMA6	
PSMA3	1	PSMA3	
PSMA4	1	PSMA4	
VAMP7	1	VAMP7	
PSMA1	1	PSMA1	
PSMA2	1	PSMA2	
TMEM106B	1	TMEM106B	
VAMP1	1	VAMP1	
LRRC3B	1	LRRC3B	
VAMP4	1	VAMP4	
LYPLAL1	1	LYPLAL1	
TMEM106A	1	TMEM106A	
VAMP2	1	VAMP2	
VAMP3	1	VAMP3	
LRRC15	1	LRRC15	
CTF1	1	CTF1	
SERPINB13	1	SERPINB13	
MYRF	1	MYRF	
IDUA	1	IDUA	
COL11A2	1	COL11A2	
PELI2	1	PELI2	
OVCA2	1	OVCA2	
PTGS2	1	PTGS2	
PET117	1	PET117	
PSMA7	1	PSMA7	
TMEM70	1	TMEM70	
MRPL55	1	MRPL55	
NTF4	1	NTF4	
PSMB6	1	PSMB6	
GGA1	1	GGA1	
EXTL2	1	EXTL2	
PSMB4	1	PSMB4	
GGA3	1	GGA3	
PSMB5	1	PSMB5	
PSMB2	1	PSMB2	
BGLAP	1	BGLAP	
PSMB3	1	PSMB3	
NTF3	1	NTF3	
PSMB1	1	PSMB1	
MICALL2	1	MICALL2	
FLNA	1	FLNA	
LEFTY2	1	LEFTY2	
LRRC25	1	LRRC25	
LRRC24	1	LRRC24	
FABP9	1	FABP9	
PLXDC2	1	PLXDC2	
PLXDC1	1	PLXDC1	
PSMB9	1	PSMB9	
FABP1	1	FABP1	
FABP3	1	FABP3	
SPSB1	1	SPSB1	
FABP4	1	FABP4	
FABP5	1	FABP5	
FABP6	1	FABP6	
NCF1	1	NCF1	
GPR68	1	GPR68	
NCF2	1	NCF2	
NCF4	1	NCF4	
RORC	1	RORC	
SAT2	1	SAT2	
SAYSD1	1	SAYSD1	
RORB	1	RORB	
SAT1	1	SAT1	
YY1	1	YY1	
RUVBL1	1	RUVBL1	
SCMH1	1	SCMH1	
LEPR	1	LEPR	
PIM1	1	PIM1	
ROS1	1	ROS1	
TCP11	1	TCP11	
SH3GLB1	1	SH3GLB1	
SH3GLB2	1	SH3GLB2	
ANAPC7	1	ANAPC7	
S100A2	1	S100A2	
ZBTB33	1	ZBTB33	
OLFM4	1	OLFM4	
SAP30	1	SAP30	
OLFM1	1	OLFM1	
OLFM2	1	OLFM2	
OLFM3	1	OLFM3	
TXLNA	1	TXLNA	
MAPKAPK3	1	MAPKAPK3	
HAT1	1	HAT1	
MAPKAPK2	1	MAPKAPK2	
S100A6	1	S100A6	
S100A5	1	S100A5	
MAPKAPK5	1	MAPKAPK5	
ROR1	1	ROR1	
S100A4	1	S100A4	
IGFALS	1	IGFALS	
ROR2	1	ROR2	
S100A3	1	S100A3	
S100A9	1	S100A9	
SQSTM1	1	SQSTM1	
S100A7	1	S100A7	
TRABD2A	1	TRABD2A	
LRRC59	1	LRRC59	
TACSTD2	1	TACSTD2	
LRRC52	1	LRRC52	
TMEM25	1	TMEM25	
ATXN3	1	ATXN3	
LRRC4C	1	LRRC4C	
LRRC4B	1	LRRC4B	
GOT1	1	GOT1	
TFPI2	1	TFPI2	
B3GALT6	1	B3GALT6	
NFKB1	1	NFKB1	
QKI	1	QKI	
PTPRD	1	PTPRD	
LRIT2	1	LRIT2	
UBLCP1	1	UBLCP1	
LRIT3	1	LRIT3	
PIN1	1	PIN1	
PIN4	1	PIN4	
NFE2L1	1	NFE2L1	
FLT1	1	FLT1	
HSP90AB1	1	HSP90AB1	
FLT3	1	FLT3	
FLT4	1	FLT4	
LRRK2	1	LRRK2	
LECT2	1	LECT2	
TSSK1B	1	TSSK1B	
EFCAB14	1	EFCAB14	
ARRB1	1	ARRB1	
FASLG	1	FASLG	
FCGR3A	1	FCGR3A	
FCGR3B	1	FCGR3B	
NCK2	1	NCK2	
HMG20B	1	HMG20B	
PMEPA1	1	PMEPA1	
HMG20A	1	HMG20A	
PDILT	1	PDILT	
UPP1	1	UPP1	
EDIL3	1	EDIL3	
NCK1	1	NCK1	
HSP90AA1	1	HSP90AA1	
TMCO5A	1	TMCO5A	
VBP1	1	VBP1	
DDOST	1	DDOST	
NT5C3A	1	NT5C3A	
PPM1A	1	PPM1A	
BIRC5	1	BIRC5	
BIRC7	1	BIRC7	
MTRF1L	1	MTRF1L	
SEC22A	1	SEC22A	
BIRC2	1	BIRC2	
BIRC3	1	BIRC3	
ITIH5	1	ITIH5	
ITIH4	1	ITIH4	
ITIH3	1	ITIH3	
NDUFB8	1	NDUFB8	
ITIH2	1	ITIH2	
PCOLCE2	1	PCOLCE2	
PPM1L	1	PPM1L	
NDUFB4	1	NDUFB4	
NTN4	1	NTN4	
USH1C	1	USH1C	
PRCP	1	PRCP	
ITIH1	1	ITIH1	
PPM1D	1	PPM1D	
NTN1	1	NTN1	
CCL8	1	CCL8	
CCL7	1	CCL7	
IFI16	1	IFI16	
CCL5	1	CCL5	
SH3BP2	1	SH3BP2	
CCL3	1	CCL3	
CCL2	1	CCL2	
SAP18	1	SAP18	
CCL1	1	CCL1	
FCGR1A	1	FCGR1A	
CYB5A	1	CYB5A	
PTPN1	1	PTPN1	
ERAP2	1	ERAP2	
NDUFA5	1	NDUFA5	
ERAP1	1	ERAP1	
LYSMD4	1	LYSMD4	
LYSMD3	1	LYSMD3	
TPD52L1	1	TPD52L1	
ATOX1	1	ATOX1	
FCGR2A	1	FCGR2A	
NOVA1	1	NOVA1	
PRC1	1	PRC1	
PTPN9	1	PTPN9	
CCM2	1	CCM2	
PTPN6	1	PTPN6	
PTPN7	1	PTPN7	
FCGR2B	1	FCGR2B	
PTPN4	1	PTPN4	
SMAP1	1	SMAP1	
PTPN2	1	PTPN2	
AHCYL1	1	AHCYL1	
CCNH	1	CCNH	
PREP	1	PREP	
KEAP1	1	KEAP1	
SPATA20	1	SPATA20	
CYB5D2	1	CYB5D2	
BPIFA1	1	BPIFA1	
BPIFA2	1	BPIFA2	
IL12B	1	IL12B	
CCN3	1	NOV	
CCN1	1	CYR61	
CALN1	1	CALN1	
TMPO	1	TMPO	
ST6GAL1	1	ST6GAL1	
ANK2	1	ANK2	
HNF1A	1	HNF1A	
EREG	1	EREG	
STX1B	1	STX1B	
PPP1R3B	1	PPP1R3B	
WFDC10A	1	WFDC10A	
WFDC10B	1	WFDC10B	
ZG16	1	ZG16	
STX1A	1	STX1A	
PLA1A	1	PLA1A	
DEFB103B	1	DEFB103A	
L3MBTL2	1	L3MBTL2	
PCDH10	1	PCDH10	
CD1D	1	CD1D	
CD1A	1	CD1A	
SLAMF8	1	SLAMF8	
ST8SIA4	1	ST8SIA4	
SLAMF7	1	SLAMF7	
SLAMF6	1	SLAMF6	
ST8SIA6	1	ST8SIA6	
CD14	1	CD14	
A2M	1	A2M	
SLAMF1	1	SLAMF1	
CTSA	1	CTSA	
SURF1	1	SURF1	
XRCC6	1	XRCC6	
DEFB104A	1	DEFB104A	
XRCC4	1	XRCC4	
ST8SIA2	1	ST8SIA2	
ST8SIA3	1	ST8SIA3	
DCLK3	1	DCLK3	
PRG2	1	PRG2	
XRCC1	1	XRCC1	
PRG3	1	PRG3	
PAICS	1	PAICS	
DCLK1	1	DCLK1	
ATP4B	1	ATP4B	
BPIFB1	1	BPIFB1	
ARMC10	1	ARMC10	
CTRL	1	CTRL	
PPP1R1A	1	PPP1R1A	
ID2	1	ID2	
ID1	1	ID1	
WNK3	1	WNK3	
CD27	1	CD27	
